V4_0,Time_codelist,Time,Geography_codelist,Geography,DATAMARKING_codelist,DATAMARKING,Indicators_codelist,Indicators,Measure_codelist,Measure
,,2013/14*,E06000050,,,x,,0-4,,Life
14.04,,2013/14*,E06000050,,,,, 5-6 ,,Life
55.0,,2013/14*,E06000050,,,,,7-8  ,,Life
25.89,,2013/14*,E06000050,,,,,9-10 ,,Life
,,2014/15*,E06000050,,,x,,0-4,,Life
14.49,,2014/15*,E06000050,,,,, 5-6 ,,Life
51.84,,2014/15*,E06000050,,,,,7-8  ,,Life
30.03,,2014/15*,E06000050,,,,,9-10 ,,Life
,,2015/16*,E06000050,,,x,,0-4,,Life
15.41,,2015/16*,E06000050,,,,, 5-6 ,,Life
52.98,,2015/16*,E06000050,,,,,7-8  ,,Life
27.47,,2015/16*,E06000050,,,,,9-10 ,,Life
,,2016/17*,E06000050,,,x,,0-4,,Life
11.69,,2016/17*,E06000050,,,,, 5-6 ,,Life
53.95,,2016/17*,E06000050,,,,,7-8  ,,Life
32.05,,2016/17*,E06000050,,,,,9-10 ,,Life
8.5,,2011/12,E06000006,,,,,0-4,,Life
16.8,,2011/12,E06000006,,,,, 5-6 ,,Life
47.01,,2011/12,E06000006,,,,,7-8  ,,Life
27.69,,2011/12,E06000006,,,,,9-10 ,,Life
6.66,,2012/13*,E06000006,,,,,0-4,,Life
12.95,,2012/13*,E06000006,,,,, 5-6 ,,Life
46.75,,2012/13*,E06000006,,,,,7-8  ,,Life
27.63,,2012/13*,E06000006,,,,,9-10 ,,Life
8.67,,2013/14*,E06000006,,,,,0-4,,Life
15.38,,2013/14*,E06000006,,,,, 5-6 ,,Life
49.27,,2013/14*,E06000006,,,,,7-8  ,,Life
26.68,,2013/14*,E06000006,,,,,9-10 ,,Life
5.22,,2014/15*,E06000006,,,,,0-4,,Life
14.7,,2014/15*,E06000006,,,,, 5-6 ,,Life
52.8,,2014/15*,E06000006,,,,,7-8  ,,Life
27.28,,2014/15*,E06000006,,,,,9-10 ,,Life
5.96,,2015/16*,E06000006,,,,,0-4,,Life
14.96,,2015/16*,E06000006,,,,, 5-6 ,,Life
48.4,,2015/16*,E06000006,,,,,7-8  ,,Life
30.68,,2015/16*,E06000006,,,,,9-10 ,,Life
8.06,,2016/17*,E06000006,,,,,0-4,,Life
12.71,,2016/17*,E06000006,,,,, 5-6 ,,Life
49.82,,2016/17*,E06000006,,,,,7-8  ,,Life
29.41,,2016/17*,E06000006,,,,,9-10 ,,Life
5.95,,2011/12,E06000007,,,,,0-4,,Life
14.88,,2011/12,E06000007,,,,, 5-6 ,,Life
52.09,,2011/12,E06000007,,,,,7-8  ,,Life
27.08,,2011/12,E06000007,,,,,9-10 ,,Life
5.07,,2012/13*,E06000007,,,,,0-4,,Life
16.34,,2012/13*,E06000007,,,,, 5-6 ,,Life
52.08,,2012/13*,E06000007,,,,,7-8  ,,Life
26.51,,2012/13*,E06000007,,,,,9-10 ,,Life
5.71,,2013/14*,E06000007,,,,,0-4,,Life
15.14,,2013/14*,E06000007,,,,, 5-6 ,,Life
52.51,,2013/14*,E06000007,,,,,7-8  ,,Life
26.64,,2013/14*,E06000007,,,,,9-10 ,,Life
,,2014/15*,E06000007,,,x,,0-4,,Life
14.26,,2014/15*,E06000007,,,,, 5-6 ,,Life
50.64,,2014/15*,E06000007,,,,,7-8  ,,Life
30.46,,2014/15*,E06000007,,,,,9-10 ,,Life
5.79,,2015/16*,E06000007,,,,,0-4,,Life
15.33,,2015/16*,E06000007,,,,, 5-6 ,,Life
50.14,,2015/16*,E06000007,,,,,7-8  ,,Life
28.74,,2015/16*,E06000007,,,,,9-10 ,,Life
,,2016/17*,E06000007,,,x,,0-4,,Life
13.95,,2016/17*,E06000007,,,,, 5-6 ,,Life
48.39,,2016/17*,E06000007,,,,,7-8  ,,Life
34.39,,2016/17*,E06000007,,,,,9-10 ,,Life
4.15,,2011/12,E10000006,,,,,0-4,,Life
17.03,,2011/12,E10000006,,,,, 5-6 ,,Life
47.15,,2011/12,E10000006,,,,,7-8  ,,Life
31.67,,2011/12,E10000006,,,,,9-10 ,,Life
3.59,,2012/13*,E10000006,,,,,0-4,,Life
15.86,,2012/13*,E10000006,,,,, 5-6 ,,Life
50.72,,2012/13*,E10000006,,,,,7-8  ,,Life
29.83,,2012/13*,E10000006,,,,,9-10 ,,Life
4.21,,2013/14*,E10000006,,,,,0-4,,Life
14.73,,2013/14*,E10000006,,,,, 5-6 ,,Life
50.07,,2013/14*,E10000006,,,,,7-8  ,,Life
30.99,,2013/14*,E10000006,,,,,9-10 ,,Life
4.2,,2014/15*,E10000006,,,,,0-4,,Life
12.34,,2014/15*,E10000006,,,,, 5-6 ,,Life
46.5,,2014/15*,E10000006,,,,,7-8  ,,Life
36.96,,2014/15*,E10000006,,,,,9-10 ,,Life
4.9,,2015/16*,E10000006,,,,,0-4,,Life
13.39,,2015/16*,E10000006,,,,, 5-6 ,,Life
48.17,,2015/16*,E10000006,,,,,7-8  ,,Life
33.53,,2015/16*,E10000006,,,,,9-10 ,,Life
4.25,,2016/17*,E10000006,,,,,0-4,,Life
12.58,,2016/17*,E10000006,,,,, 5-6 ,,Life
48.71,,2016/17*,E10000006,,,,,7-8  ,,Life
34.46,,2016/17*,E10000006,,,,,9-10 ,,Life
,,2011/12,E07000026,,,x,,0-4,,Life
15.93,,2011/12,E07000026,,,,, 5-6 ,,Life
47.75,,2011/12,E07000026,,,,,7-8  ,,Life
33.27,,2011/12,E07000026,,,,,9-10 ,,Life
,,2012/13*,E07000026,,,x,,0-4,,Life
14.82,,2012/13*,E07000026,,,,, 5-6 ,,Life
47.69,,2012/13*,E07000026,,,,,7-8  ,,Life
33.83,,2012/13*,E07000026,,,,,9-10 ,,Life
,,2013/14*,E07000026,,,x,,0-4,,Life
15.61,,2013/14*,E07000026,,,,, 5-6 ,,Life
46.05,,2013/14*,E07000026,,,,,7-8  ,,Life
34.96,,2013/14*,E07000026,,,,,9-10 ,,Life
,,2014/15*,E07000026,,,x,,0-4,,Life
,,2014/15*,E07000026,,,x,, 5-6 ,,Life
49.25,,2014/15*,E07000026,,,,,7-8  ,,Life
40.05,,2014/15*,E07000026,,,,,9-10 ,,Life
,,2015/16*,E07000026,,,x,,0-4,,Life
,,2015/16*,E07000026,,,x,, 5-6 ,,Life
50.66,,2015/16*,E07000026,,,,,7-8  ,,Life
32.57,,2015/16*,E07000026,,,,,9-10 ,,Life
,,2016/17*,E07000026,,,x,,0-4,,Life
,,2016/17*,E07000026,,,x,, 5-6 ,,Life
49.88,,2016/17*,E07000026,,,,,7-8  ,,Life
32.8,,2016/17*,E07000026,,,,,9-10 ,,Life
,,2011/12,E07000027,,,x,,0-4,,Life
,,2011/12,E07000027,,,x,, 5-6 ,,Life
53.84,,2011/12,E07000027,,,,,7-8  ,,Life
,,2011/12,E07000027,,,x,,9-10 ,,Life
,,2012/13*,E07000027,,,x,,0-4,,Life
,,2012/13*,E07000027,,,x,, 5-6 ,,Life
55.85,,2012/13*,E07000027,,,,,7-8  ,,Life
22.75,,2012/13*,E07000027,,,,,9-10 ,,Life
,,2013/14*,E07000027,,,x,,0-4,,Life
,,2013/14*,E07000027,,,x,, 5-6 ,,Life
42.34,,2013/14*,E07000027,,,,,7-8  ,,Life
28.75,,2013/14*,E07000027,,,,,9-10 ,,Life
,,2014/15*,E07000027,,,x,,0-4,,Life
18.22,,2014/15*,E07000027,,,,, 5-6 ,,Life
48.73,,2014/15*,E07000027,,,,,7-8  ,,Life
26.93,,2014/15*,E07000027,,,,,9-10 ,,Life
,,2015/16*,E07000027,,,x,,0-4,,Life
,,2015/16*,E07000027,,,x,, 5-6 ,,Life
50.48,,2015/16*,E07000027,,,,,7-8  ,,Life
28.59,,2015/16*,E07000027,,,,,9-10 ,,Life
,,2016/17*,E07000027,,,x,,0-4,,Life
,,2016/17*,E07000027,,,x,, 5-6 ,,Life
,,2016/17*,E07000027,,,x,,7-8  ,,Life
,,2016/17*,E07000027,,,x,,9-10 ,,Life
,,2011/12,E07000028,,,x,,0-4,,Life
,,2011/12,E07000028,,,x,, 5-6 ,,Life
46.48,,2011/12,E07000028,,,,,7-8  ,,Life
32.07,,2011/12,E07000028,,,,,9-10 ,,Life
,,2012/13*,E07000028,,,x,,0-4,,Life
17.09,,2012/13*,E07000028,,,,, 5-6 ,,Life
50.82,,2012/13*,E07000028,,,,,7-8  ,,Life
28.28,,2012/13*,E07000028,,,,,9-10 ,,Life
,,2013/14*,E07000028,,,x,,0-4,,Life
,,2013/14*,E07000028,,,x,, 5-6 ,,Life
50.49,,2013/14*,E07000028,,,,,7-8  ,,Life
30.14,,2013/14*,E07000028,,,,,9-10 ,,Life
,,2014/15*,E07000028,,,x,,0-4,,Life
16.21,,2014/15*,E07000028,,,,, 5-6 ,,Life
43.17,,2014/15*,E07000028,,,,,7-8  ,,Life
33.75,,2014/15*,E07000028,,,,,9-10 ,,Life
,,2015/16*,E07000028,,,x,,0-4,,Life
,,2015/16*,E07000028,,,x,, 5-6 ,,Life
44.98,,2015/16*,E07000028,,,,,7-8  ,,Life
34.17,,2015/16*,E07000028,,,,,9-10 ,,Life
,,2016/17*,E07000028,,,x,,0-4,,Life
12.91,,2016/17*,E07000028,,,,, 5-6 ,,Life
50.48,,2016/17*,E07000028,,,,,7-8  ,,Life
32.02,,2016/17*,E07000028,,,,,9-10 ,,Life
,,2011/12,E07000029,,,x,,0-4,,Life
,,2011/12,E07000029,,,x,, 5-6 ,,Life
,,2011/12,E07000029,,,x,,7-8  ,,Life
,,2011/12,E07000029,,,x,,9-10 ,,Life
,,2012/13*,E07000029,,,x,,0-4,,Life
,,2012/13*,E07000029,,,x,, 5-6 ,,Life
,,2012/13*,E07000029,,,x,,7-8  ,,Life
,,2012/13*,E07000029,,,x,,9-10 ,,Life
,,2013/14*,E07000029,,,x,,0-4,,Life
,,2013/14*,E07000029,,,x,, 5-6 ,,Life
,,2013/14*,E07000029,,,x,,7-8  ,,Life
,,2013/14*,E07000029,,,x,,9-10 ,,Life
,,2014/15*,E07000029,,,x,,0-4,,Life
,,2014/15*,E07000029,,,x,, 5-6 ,,Life
,,2014/15*,E07000029,,,x,,7-8  ,,Life
,,2014/15*,E07000029,,,x,,9-10 ,,Life
,,2015/16*,E07000029,,,x,,0-4,,Life
,,2015/16*,E07000029,,,x,, 5-6 ,,Life
36.5,,2015/16*,E07000029,,,,,7-8  ,,Life
37.36,,2015/16*,E07000029,,,,,9-10 ,,Life
,,2016/17*,E07000029,,,x,,0-4,,Life
,,2016/17*,E07000029,,,x,, 5-6 ,,Life
42.54,,2016/17*,E07000029,,,,,7-8  ,,Life
44.26,,2016/17*,E07000029,,,,,9-10 ,,Life
,,2011/12,E07000030,,,x,,0-4,,Life
,,2011/12,E07000030,,,x,, 5-6 ,,Life
,,2011/12,E07000030,,,x,,7-8  ,,Life
,,2011/12,E07000030,,,x,,9-10 ,,Life
,,2012/13*,E07000030,,,x,,0-4,,Life
,,2012/13*,E07000030,,,x,, 5-6 ,,Life
46.54,,2012/13*,E07000030,,,,,7-8  ,,Life
35.32,,2012/13*,E07000030,,,,,9-10 ,,Life
,,2013/14*,E07000030,,,x,,0-4,,Life
,,2013/14*,E07000030,,,x,, 5-6 ,,Life
47.09,,2013/14*,E07000030,,,,,7-8  ,,Life
36.57,,2013/14*,E07000030,,,,,9-10 ,,Life
,,2014/15*,E07000030,,,x,,0-4,,Life
,,2014/15*,E07000030,,,x,, 5-6 ,,Life
49.1,,2014/15*,E07000030,,,,,7-8  ,,Life
38.38,,2014/15*,E07000030,,,,,9-10 ,,Life
,,2015/16*,E07000030,,,x,,0-4,,Life
,,2015/16*,E07000030,,,x,, 5-6 ,,Life
,,2015/16*,E07000030,,,x,,7-8  ,,Life
,,2015/16*,E07000030,,,x,,9-10 ,,Life
,,2016/17*,E07000030,,,x,,0-4,,Life
,,2016/17*,E07000030,,,x,, 5-6 ,,Life
,,2016/17*,E07000030,,,x,,7-8  ,,Life
,,2016/17*,E07000030,,,x,,9-10 ,,Life
,,2011/12,E07000031,,,x,,0-4,,Life
18.04,,2011/12,E07000031,,,,, 5-6 ,,Life
49.67,,2011/12,E07000031,,,,,7-8  ,,Life
29.22,,2011/12,E07000031,,,,,9-10 ,,Life
,,2012/13*,E07000031,,,x,,0-4,,Life
,,2012/13*,E07000031,,,x,, 5-6 ,,Life
,,2012/13*,E07000031,,,x,,7-8  ,,Life
,,2012/13*,E07000031,,,x,,9-10 ,,Life
,,2013/14*,E07000031,,,x,,0-4,,Life
,,2013/14*,E07000031,,,x,, 5-6 ,,Life
,,2013/14*,E07000031,,,x,,7-8  ,,Life
,,2013/14*,E07000031,,,x,,9-10 ,,Life
,,2014/15*,E07000031,,,x,,0-4,,Life
,,2014/15*,E07000031,,,x,, 5-6 ,,Life
43.64,,2014/15*,E07000031,,,,,7-8  ,,Life
42.72,,2014/15*,E07000031,,,,,9-10 ,,Life
,,2015/16*,E07000031,,,x,,0-4,,Life
,,2015/16*,E07000031,,,x,, 5-6 ,,Life
51.45,,2015/16*,E07000031,,,,,7-8  ,,Life
34.53,,2015/16*,E07000031,,,,,9-10 ,,Life
,,2016/17*,E07000031,,,x,,0-4,,Life
,,2016/17*,E07000031,,,x,, 5-6 ,,Life
,,2016/17*,E07000031,,,x,,7-8  ,,Life
,,2016/17*,E07000031,,,x,,9-10 ,,Life
8.38,,2011/12,E08000001,,,,,0-4,,Life
20.69,,2011/12,E08000001,,,,, 5-6 ,,Life
46.03,,2011/12,E08000001,,,,,7-8  ,,Life
24.91,,2011/12,E08000001,,,,,9-10 ,,Life
7.72,,2012/13*,E08000001,,,,,0-4,,Life
18.88,,2012/13*,E08000001,,,,, 5-6 ,,Life
44.83,,2012/13*,E08000001,,,,,7-8  ,,Life
28.58,,2012/13*,E08000001,,,,,9-10 ,,Life
7.97,,2013/14*,E08000001,,,,,0-4,,Life
16.95,,2013/14*,E08000001,,,,, 5-6 ,,Life
46.94,,2013/14*,E08000001,,,,,7-8  ,,Life
28.15,,2013/14*,E08000001,,,,,9-10 ,,Life
5.89,,2014/15*,E08000001,,,,,0-4,,Life
15.11,,2014/15*,E08000001,,,,, 5-6 ,,Life
48.65,,2014/15*,E08000001,,,,,7-8  ,,Life
30.35,,2014/15*,E08000001,,,,,9-10 ,,Life
5.59,,2015/16*,E08000001,,,,,0-4,,Life
16.83,,2015/16*,E08000001,,,,, 5-6 ,,Life
50.69,,2015/16*,E08000001,,,,,7-8  ,,Life
26.89,,2015/16*,E08000001,,,,,9-10 ,,Life
4.54,,2016/17*,E08000001,,,,,0-4,,Life
16.63,,2016/17*,E08000001,,,,, 5-6 ,,Life
50.66,,2016/17*,E08000001,,,,,7-8  ,,Life
28.17,,2016/17*,E08000001,,,,,9-10 ,,Life
7.52,,2011/12,E08000002,,,,,0-4,,Life
19.91,,2011/12,E08000002,,,,, 5-6 ,,Life
51.07,,2011/12,E08000002,,,,,7-8  ,,Life
21.5,,2011/12,E08000002,,,,,9-10 ,,Life
4.89,,2012/13*,E08000002,,,,,0-4,,Life
17.32,,2012/13*,E08000002,,,,, 5-6 ,,Life
53.45,,2012/13*,E08000002,,,,,7-8  ,,Life
24.33,,2012/13*,E08000002,,,,,9-10 ,,Life
6.54,,2013/14*,E08000002,,,,,0-4,,Life
15.43,,2013/14*,E08000002,,,,, 5-6 ,,Life
50.09,,2013/14*,E08000002,,,,,7-8  ,,Life
27.94,,2013/14*,E08000002,,,,,9-10 ,,Life
6.13,,2014/15*,E08000002,,,,,0-4,,Life
11.41,,2014/15*,E08000002,,,,, 5-6 ,,Life
51.64,,2014/15*,E08000002,,,,,7-8  ,,Life
30.83,,2014/15*,E08000002,,,,,9-10 ,,Life
5.33,,2015/16*,E08000002,,,,,0-4,,Life
14.81,,2015/16*,E08000002,,,,, 5-6 ,,Life
49.58,,2015/16*,E08000002,,,,,7-8  ,,Life
30.29,,2015/16*,E08000002,,,,,9-10 ,,Life
6.82,,2016/17*,E08000002,,,,,0-4,,Life
16.81,,2016/17*,E08000002,,,,, 5-6 ,,Life
45.91,,2016/17*,E08000002,,,,,7-8  ,,Life
30.46,,2016/17*,E08000002,,,,,9-10 ,,Life
6.98,,2011/12,E08000003,,,,,0-4,,Life
19.67,,2011/12,E08000003,,,,, 5-6 ,,Life
48.72,,2011/12,E08000003,,,,,7-8  ,,Life
24.63,,2011/12,E08000003,,,,,9-10 ,,Life
7.31,,2012/13*,E08000003,,,,,0-4,,Life
21.47,,2012/13*,E08000003,,,,, 5-6 ,,Life
49.59,,2012/13*,E08000003,,,,,7-8  ,,Life
21.63,,2012/13*,E08000003,,,,,9-10 ,,Life
8.99,,2013/14*,E08000003,,,,,0-4,,Life
19.81,,2013/14*,E08000003,,,,, 5-6 ,,Life
47.87,,2013/14*,E08000003,,,,,7-8  ,,Life
23.33,,2013/14*,E08000003,,,,,9-10 ,,Life
5.83,,2014/15*,E08000003,,,,,0-4,,Life
19.96,,2014/15*,E08000003,,,,, 5-6 ,,Life
50.44,,2014/15*,E08000003,,,,,7-8  ,,Life
23.77,,2014/15*,E08000003,,,,,9-10 ,,Life
5.93,,2015/16*,E08000003,,,,,0-4,,Life
17.83,,2015/16*,E08000003,,,,, 5-6 ,,Life
52.84,,2015/16*,E08000003,,,,,7-8  ,,Life
23.4,,2015/16*,E08000003,,,,,9-10 ,,Life
4.44,,2016/17*,E08000003,,,,,0-4,,Life
17.4,,2016/17*,E08000003,,,,, 5-6 ,,Life
54.42,,2016/17*,E08000003,,,,,7-8  ,,Life
23.74,,2016/17*,E08000003,,,,,9-10 ,,Life
10.21,,2011/12,E08000004,,,,,0-4,,Life
20.94,,2011/12,E08000004,,,,, 5-6 ,,Life
45.9,,2011/12,E08000004,,,,,7-8  ,,Life
22.95,,2011/12,E08000004,,,,,9-10 ,,Life
6.74,,2012/13*,E08000004,,,,,0-4,,Life
22.75,,2012/13*,E08000004,,,,, 5-6 ,,Life
44.0,,2012/13*,E08000004,,,,,7-8  ,,Life
26.51,,2012/13*,E08000004,,,,,9-10 ,,Life
11.08,,2013/14*,E08000004,,,,,0-4,,Life
18.99,,2013/14*,E08000004,,,,, 5-6 ,,Life
45.8,,2013/14*,E08000004,,,,,7-8  ,,Life
24.13,,2013/14*,E08000004,,,,,9-10 ,,Life
8.28,,2014/15*,E08000004,,,,,0-4,,Life
21.27,,2014/15*,E08000004,,,,, 5-6 ,,Life
44.86,,2014/15*,E08000004,,,,,7-8  ,,Life
25.58,,2014/15*,E08000004,,,,,9-10 ,,Life
8.41,,2015/16*,E08000004,,,,,0-4,,Life
17.93,,2015/16*,E08000004,,,,, 5-6 ,,Life
44.77,,2015/16*,E08000004,,,,,7-8  ,,Life
28.89,,2015/16*,E08000004,,,,,9-10 ,,Life
6.01,,2016/17*,E08000004,,,,,0-4,,Life
17.67,,2016/17*,E08000004,,,,, 5-6 ,,Life
49.73,,2016/17*,E08000004,,,,,7-8  ,,Life
26.59,,2016/17*,E08000004,,,,,9-10 ,,Life
7.89,,2011/12,E08000005,,,,,0-4,,Life
22.6,,2011/12,E08000005,,,,, 5-6 ,,Life
46.67,,2011/12,E08000005,,,,,7-8  ,,Life
22.83,,2011/12,E08000005,,,,,9-10 ,,Life
8.98,,2012/13*,E08000005,,,,,0-4,,Life
22.38,,2012/13*,E08000005,,,,, 5-6 ,,Life
44.39,,2012/13*,E08000005,,,,,7-8  ,,Life
24.25,,2012/13*,E08000005,,,,,9-10 ,,Life
11.53,,2013/14*,E08000005,,,,,0-4,,Life
17.31,,2013/14*,E08000005,,,,, 5-6 ,,Life
44.37,,2013/14*,E08000005,,,,,7-8  ,,Life
26.8,,2013/14*,E08000005,,,,,9-10 ,,Life
8.64,,2014/15*,E08000005,,,,,0-4,,Life
16.94,,2014/15*,E08000005,,,,, 5-6 ,,Life
43.55,,2014/15*,E08000005,,,,,7-8  ,,Life
30.88,,2014/15*,E08000005,,,,,9-10 ,,Life
7.06,,2015/16*,E08000005,,,,,0-4,,Life
17.16,,2015/16*,E08000005,,,,, 5-6 ,,Life
44.81,,2015/16*,E08000005,,,,,7-8  ,,Life
30.97,,2015/16*,E08000005,,,,,9-10 ,,Life
7.08,,2016/17*,E08000005,,,,,0-4,,Life
16.46,,2016/17*,E08000005,,,,, 5-6 ,,Life
46.24,,2016/17*,E08000005,,,,,7-8  ,,Life
30.22,,2016/17*,E08000005,,,,,9-10 ,,Life
9.5,,2011/12,E08000006,,,,,0-4,,Life
22.01,,2011/12,E08000006,,,,, 5-6 ,,Life
47.1,,2011/12,E08000006,,,,,7-8  ,,Life
21.4,,2011/12,E08000006,,,,,9-10 ,,Life
6.16,,2012/13*,E08000006,,,,,0-4,,Life
19.12,,2012/13*,E08000006,,,,, 5-6 ,,Life
51.76,,2012/13*,E08000006,,,,,7-8  ,,Life
22.95,,2012/13*,E08000006,,,,,9-10 ,,Life
5.43,,2013/14*,E08000006,,,,,0-4,,Life
21.49,,2013/14*,E08000006,,,,, 5-6 ,,Life
52.19,,2013/14*,E08000006,,,,,7-8  ,,Life
20.89,,2013/14*,E08000006,,,,,9-10 ,,Life
5.17,,2014/15*,E08000006,,,,,0-4,,Life
17.23,,2014/15*,E08000006,,,,, 5-6 ,,Life
51.67,,2014/15*,E08000006,,,,,7-8  ,,Life
25.93,,2014/15*,E08000006,,,,,9-10 ,,Life
6.68,,2015/16*,E08000006,,,,,0-4,,Life
16.22,,2015/16*,E08000006,,,,, 5-6 ,,Life
50.16,,2015/16*,E08000006,,,,,7-8  ,,Life
26.94,,2015/16*,E08000006,,,,,9-10 ,,Life
6.0,,2016/17*,E08000006,,,,,0-4,,Life
15.19,,2016/17*,E08000006,,,,, 5-6 ,,Life
53.35,,2016/17*,E08000006,,,,,7-8  ,,Life
25.47,,2016/17*,E08000006,,,,,9-10 ,,Life
4.76,,2011/12,E08000007,,,,,0-4,,Life
16.06,,2011/12,E08000007,,,,, 5-6 ,,Life
52.06,,2011/12,E08000007,,,,,7-8  ,,Life
27.13,,2011/12,E08000007,,,,,9-10 ,,Life
4.37,,2012/13*,E08000007,,,,,0-4,,Life
15.71,,2012/13*,E08000007,,,,, 5-6 ,,Life
51.99,,2012/13*,E08000007,,,,,7-8  ,,Life
27.93,,2012/13*,E08000007,,,,,9-10 ,,Life
5.26,,2013/14*,E08000007,,,,,0-4,,Life
13.0,,2013/14*,E08000007,,,,, 5-6 ,,Life
54.99,,2013/14*,E08000007,,,,,7-8  ,,Life
26.76,,2013/14*,E08000007,,,,,9-10 ,,Life
5.17,,2014/15*,E08000007,,,,,0-4,,Life
11.7,,2014/15*,E08000007,,,,, 5-6 ,,Life
54.54,,2014/15*,E08000007,,,,,7-8  ,,Life
28.6,,2014/15*,E08000007,,,,,9-10 ,,Life
4.82,,2015/16*,E08000007,,,,,0-4,,Life
12.97,,2015/16*,E08000007,,,,, 5-6 ,,Life
52.0,,2015/16*,E08000007,,,,,7-8  ,,Life
30.21,,2015/16*,E08000007,,,,,9-10 ,,Life
4.14,,2016/17*,E08000007,,,,,0-4,,Life
13.6,,2016/17*,E08000007,,,,, 5-6 ,,Life
56.32,,2016/17*,E08000007,,,,,7-8  ,,Life
25.94,,2016/17*,E08000007,,,,,9-10 ,,Life
6.57,,2011/12,E08000008,,,,,0-4,,Life
20.27,,2011/12,E08000008,,,,, 5-6 ,,Life
49.0,,2011/12,E08000008,,,,,7-8  ,,Life
24.15,,2011/12,E08000008,,,,,9-10 ,,Life
7.83,,2012/13*,E08000008,,,,,0-4,,Life
18.78,,2012/13*,E08000008,,,,, 5-6 ,,Life
49.49,,2012/13*,E08000008,,,,,7-8  ,,Life
23.9,,2012/13*,E08000008,,,,,9-10 ,,Life
7.91,,2013/14*,E08000008,,,,,0-4,,Life
16.71,,2013/14*,E08000008,,,,, 5-6 ,,Life
50.7,,2013/14*,E08000008,,,,,7-8  ,,Life
24.68,,2013/14*,E08000008,,,,,9-10 ,,Life
7.24,,2014/15*,E08000008,,,,,0-4,,Life
18.39,,2014/15*,E08000008,,,,, 5-6 ,,Life
48.52,,2014/15*,E08000008,,,,,7-8  ,,Life
25.84,,2014/15*,E08000008,,,,,9-10 ,,Life
7.17,,2015/16*,E08000008,,,,,0-4,,Life
13.87,,2015/16*,E08000008,,,,, 5-6 ,,Life
51.37,,2015/16*,E08000008,,,,,7-8  ,,Life
27.59,,2015/16*,E08000008,,,,,9-10 ,,Life
6.08,,2016/17*,E08000008,,,,,0-4,,Life
14.9,,2016/17*,E08000008,,,,, 5-6 ,,Life
49.53,,2016/17*,E08000008,,,,,7-8  ,,Life
29.48,,2016/17*,E08000008,,,,,9-10 ,,Life
5.36,,2011/12,E08000009,,,,,0-4,,Life
17.05,,2011/12,E08000009,,,,, 5-6 ,,Life
50.78,,2011/12,E08000009,,,,,7-8  ,,Life
26.81,,2011/12,E08000009,,,,,9-10 ,,Life
5.1,,2012/13*,E08000009,,,,,0-4,,Life
16.25,,2012/13*,E08000009,,,,, 5-6 ,,Life
51.04,,2012/13*,E08000009,,,,,7-8  ,,Life
27.61,,2012/13*,E08000009,,,,,9-10 ,,Life
5.53,,2013/14*,E08000009,,,,,0-4,,Life
13.54,,2013/14*,E08000009,,,,, 5-6 ,,Life
51.94,,2013/14*,E08000009,,,,,7-8  ,,Life
28.99,,2013/14*,E08000009,,,,,9-10 ,,Life
3.66,,2014/15*,E08000009,,,,,0-4,,Life
13.62,,2014/15*,E08000009,,,,, 5-6 ,,Life
55.09,,2014/15*,E08000009,,,,,7-8  ,,Life
27.64,,2014/15*,E08000009,,,,,9-10 ,,Life
3.51,,2015/16*,E08000009,,,,,0-4,,Life
10.85,,2015/16*,E08000009,,,,, 5-6 ,,Life
56.67,,2015/16*,E08000009,,,,,7-8  ,,Life
28.97,,2015/16*,E08000009,,,,,9-10 ,,Life
3.96,,2016/17*,E08000009,,,,,0-4,,Life
10.6,,2016/17*,E08000009,,,,, 5-6 ,,Life
55.76,,2016/17*,E08000009,,,,,7-8  ,,Life
29.67,,2016/17*,E08000009,,,,,9-10 ,,Life
8.73,,2011/12,E08000010,,,,,0-4,,Life
18.03,,2011/12,E08000010,,,,, 5-6 ,,Life
48.49,,2011/12,E08000010,,,,,7-8  ,,Life
24.74,,2011/12,E08000010,,,,,9-10 ,,Life
5.41,,2012/13*,E08000010,,,,,0-4,,Life
20.29,,2012/13*,E08000010,,,,, 5-6 ,,Life
48.85,,2012/13*,E08000010,,,,,7-8  ,,Life
25.45,,2012/13*,E08000010,,,,,9-10 ,,Life
7.65,,2013/14*,E08000010,,,,,0-4,,Life
15.57,,2013/14*,E08000010,,,,, 5-6 ,,Life
50.8,,2013/14*,E08000010,,,,,7-8  ,,Life
25.98,,2013/14*,E08000010,,,,,9-10 ,,Life
6.83,,2014/15*,E08000010,,,,,0-4,,Life
15.93,,2014/15*,E08000010,,,,, 5-6 ,,Life
48.72,,2014/15*,E08000010,,,,,7-8  ,,Life
28.52,,2014/15*,E08000010,,,,,9-10 ,,Life
5.16,,2015/16*,E08000010,,,,,0-4,,Life
12.81,,2015/16*,E08000010,,,,, 5-6 ,,Life
49.64,,2015/16*,E08000010,,,,,7-8  ,,Life
32.4,,2015/16*,E08000010,,,,,9-10 ,,Life
3.26,,2016/17*,E08000010,,,,,0-4,,Life
15.16,,2016/17*,E08000010,,,,, 5-6 ,,Life
50.81,,2016/17*,E08000010,,,,,7-8  ,,Life
30.78,,2016/17*,E08000010,,,,,9-10 ,,Life
6.56,,2011/12,E10000017,,,,,0-4,,Life
16.39,,2011/12,E10000017,,,,, 5-6 ,,Life
50.58,,2011/12,E10000017,,,,,7-8  ,,Life
26.48,,2011/12,E10000017,,,,,9-10 ,,Life
6.27,,2012/13*,E10000017,,,,,0-4,,Life
